Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.10636,COVÉA / PARTNERRE,2022-03-21,2022-04-12,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202217/M_10636_8271805_130_3.pdf
M.10642,CENTRAL / SIGNA / SELFRIDGES,2022-03-21,2022-04-12,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202217/M_10642_8277673_158_3.pdf
M.10594,SECURITAS / STANLEY SECURITY,2022-03-18,2022-07-13,Art. 6(1)(b),Phase I,N.80,1,https://ec.europa.eu/competition/mergers/cases1/202241/M_10594_8534053_1444_3.pdf
M.10630,BLACKSTONE / VISTA / CAMPUSLOGIC HOLDINGS,2022-03-17,2022-04-08,Art. 6(1)(b),Phase I,J.62|J.58,1,https://ec.europa.eu/competition/mergers/cases1/202216/M_10630_8267954_129_3.pdf
M.10583,CPP INVESTMENTS / VOTORANTIM / JV,2022-03-17,2022-04-08,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202216/M_10583_8267834_79_3.pdf
M.10378,VUB / SLOVENSKA SPORITELNA / TATRA BANKA / 365.BANK / CSOB / JV,2022-03-17,2022-04-26,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202230/M_10378_8422567_438_3.pdf
M.10692,SEGRO / PSPIB / TARGET ASSET SOUTH PARIS,2022-03-16,2022-04-08,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202216/M_10692_8268929_104_3.pdf
M.10678,AIP / MACQUARIE / ABERDEEN / ONIVIA,2022-03-16,2022-04-07,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202216/M_10678_8267899_114_3.pdf
M.10584,LUFTHANSA / VW / JV,2022-03-15,2022-04-06,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10584_8265406_83_3.pdf
M.10531,SANTANDER / MAPFRE / JV,2022-03-11,2022-04-04,Art. 6(1)(b),Phase I,K.65|K.64,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10531_8263655_132_3.pdf
M.10657,SAMSUNG BIOLOGICS / SAMSUNG BIOEPIS,2022-03-11,2022-04-04,Art. 6(1)(b),Phase I,C.21,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10657_8263643_109_3.pdf
M.10602,SWISS LIFE INTERNATIONAL HOLDING / ELIPS LIFE,2022-03-10,2022-04-01,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10602_8256378_89_3.pdf
M.10339,KKR / LANDAL,2022-03-10,2022-04-13,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases1/202222/M_10339_8331696_338_3.pdf
M.10675,CDPQ / TRANSURBAN / AUSTRALIANSUPER / CPP INVESTMENTS / ADIA / WCX,2022-03-09,2022-04-01,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10675_8258333_65_3.pdf
M.10586,MGL / MSP / O’CONNOR / MCLAREN RACING,2022-03-07,2022-03-29,Art. 6(1)(b),Phase I,R.93,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10586_8256176_118_3.pdf
M.10644,TOWERBROOK CAPITAL PARTNERS / NEW MOUNTAIN CAPITAL / CLOUDMED SOLUTIONS / R1 RCM,2022-03-04,2022-03-29,Art. 6(1)(b),Phase I,N.82,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10644_8250140_122_3.pdf
M.10632,WATERLAND / DUVENBECK,2022-03-02,2022-03-25,Art. 6(1)(b),Phase I,H.49,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10632_8255873_77_3.pdf
M.10665,WAVERLY / TPG / ASIA HEALTHCARE HOLDINGS,2022-03-02,2022-03-25,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10665_8256027_103_3.pdf
M.10611,GENERALI FRANCE / LA MÉDICALE,2022-02-28,2022-03-23,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10611_8243208_77_3.pdf
M.10637,CERTAS / ENGIE SOLUTIONS / SSEC JV,2022-02-28,2022-03-23,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10637_8255511_111_3.pdf
M.10613,PORSCHE AUSTRIA / WOLFGANG DENZEL AUTO / SAUBERMACHER DIENSTLEISTUNG / JV,2022-02-25,2022-03-21,Art. 6(1)(b),Phase I,E.38,1,https://ec.europa.eu/competition/mergers/cases1/202213/M_10613_8239412_135_3.pdf
M.10597,SMS / ALTOR FUND MANAGER / KAEFER HOLDING / KAEFER ISOLIERTECHNIK,2022-02-24,2022-03-18,Art. 6(1)(b),Phase I,F.43,1,https://ec.europa.eu/competition/mergers/cases1/202213/M_10597_8239342_172_3.pdf
M.10524,MERCEDES-BENZ / TOTALENERGIES / STELLANTIS / ACC,2022-02-23,2022-03-30,Art. 6(1)(b),Phase I,C.29|C.27,1,https://ec.europa.eu/competition/mergers/cases1/202221/M_10524_8319980_178_3.pdf
M.10654,KKR / ACCELL GROUP,2022-02-22,2022-03-23,Art. 6(1)(b),Phase I,C.30|G.47,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10654_8247920_79_3.pdf
M.10593,DUSSUR / SeAH / JV,2022-02-22,2022-03-16,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10593_8231742_123_3.pdf
M.10559,A P MOELLER-MAERSK / SENATOR INTERNATIONAL,2022-02-22,2022-03-29,Art. 6(1)(b),Phase I,H.50|H.51,1,https://ec.europa.eu/competition/mergers/cases1/202238/M_10559_8500254_440_3.pdf
M.10639,MAX MARA / MITSUI / MCJ,2022-02-22,2022-03-18,Art. 6(1)(b),Phase I,C.14|G.46|G.47,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10639_8247918_76_3.pdf
M.10506,PARKER / MEGGITT,2022-02-21,2022-04-11,Art. 6(1)(b) with conditions & obligations,Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases1/202229/M_10506_8413340_1616_3.pdf
M.10610,ARCHER DANIELS MIDLAND SINGAPORE / CLYDE INVESTMENTS,2022-02-21,2022-03-21,Art. 6(1)(b),Phase I,M.74|C.10,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10610_8247919_68_3.pdf
M.9603,SNCF MOBILITES / THIF,2022-02-21,2022-03-28,Art. 6(1)(b),Phase I,,0,https://ec.europa.eu/competition/mergers/cases1/202229/M_9603_8406576_303_3.pdf
M.10614,PAI PARTNERS / UVESCO,2022-02-18,2022-03-14,Art. 6(1)(b),Phase I,G.46|G.47,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10614_8224982_81_3.pdf
M.10600,EDFI / MUBADALA / EMERGE JV,2022-02-17,2022-03-11,Art. 6(1)(b),Phase I,D.35|N.81,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10600_8224998_72_3.pdf
M.10606,MUBADALA / NATIONALE-NEDERLANDEN / HEALTHCARE ACTIVOS MANAGEMENT / HAY / HAISA ENTITIES / SQA,2022-02-16,2022-03-11,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10606_8229079_84_3.pdf
M.10625,CARLYLE GROUP / MACQUARIE GROUP / HYCC,2022-02-15,2022-03-09,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10625_8224970_108_3.pdf
M.10603,CARLYLE / ALTADIA,2022-02-14,2022-03-18,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202215/M_10603_8263642_133_3.pdf
M.10566,P66 / H2 EE / JV,2022-02-10,2022-03-04,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202211/M_10566_8213788_78_3.pdf
M.10541,GOLDMAN SACHS / GRUPO VISABEIRA / CONSTRUCTEL VISABEIRA,2022-02-10,2022-03-04,Art. 6(1)(b),Phase I,M.71|F.43|C.33|S.95|F.42,1,https://ec.europa.eu/competition/mergers/cases1/202211/M_10541_8213841_159_4.pdf
M.10568,IIF INTERNATIONAL HOLDING / G+E GETEC HOLDING,2022-02-09,2022-03-03,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10568_8208896_60_3.pdf
M.10607,LONE-STAR FUNDS / SPX FLOW,2022-02-09,2022-03-04,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases1/202214/M_10607_8247903_80_3.pdf
M.10605,MACQUARIE REAL ESTATE / CPG VAN OOSTROM BEHEER / EDGE,2022-02-09,2022-03-04,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202211/M_10605_8213843_69_3.pdf
M.10620,GIP / SSE / OTPP / SCOTIA GAS NETWORKS,2022-02-07,2022-03-01,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10620_8206366_51_3.pdf
M.10515,ILIAD / UPC POLSKA,2022-02-03,2022-03-10,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202224/M_10515_8353093_258_3.pdf
M.10621,WELPUT / PSPIB / ALECTA / 150 VSTREET JV,2022-02-03,2022-02-28,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10621_8205936_65_3.pdf
M.10514,DASSAULT SYSTEMES INTERNATIONAL / SZSW / JV,2022-02-03,2022-03-01,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10514_8208768_131_3.pdf
M.10589,ADT / FORD NEXT / SNTNL,2022-02-02,2022-02-24,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10589_8225006_47_3.pdf
M.10608,CMA CGM / CLS BUSINESS,2022-02-01,2022-02-25,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10608_8201337_55_3.pdf
M.10582,GAMALIFE / GOING CONCERN OF ZURICH INVESTMENTS LIFE SPA,2022-02-01,2022-02-24,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10582_8203027_55_3.pdf
M.10574,ADVENT / CALDIC,2022-01-31,2022-02-22,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10574_8202732_79_3.pdf
M.10595,CERBERUS / HBCE (FRENCH RETAIL BANKING),2022-01-31,2022-02-23,Art. 6(1)(b),Phase I,K.65|K.64,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10595_8202822_67_3.pdf
M.10570,ADVENT / PERMIRA / MCAFEE,2022-01-31,2022-02-24,Art. 6(1)(b),Phase I,J.62|J.58,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10570_8201316_65_3.pdf
M.10622,GENSTAR CAPITAL / MDP / LIGHTSPEED,2022-01-28,2022-02-22,Art. 6(1)(b),Phase I,J.62|P.85,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10622_8196694_66_3.pdf
M.10562,CARLYLE / WARBURG PINCUS / DURAVANT,2022-01-27,2022-02-21,Art. 6(1)(b),Phase I,C.10|C.28|N.82,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10562_8194998_66_3.pdf
M.10601,WARBURG PINCUS / OXFORD PROPERTIES / HALE,2022-01-26,2022-02-21,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10601_8194870_69_3.pdf
M.10480,GOLDMAN SACHS / NN INVESTMENT PARTNERS HOLDING,2022-01-26,2022-02-17,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10480_8192078_140_4.pdf
M.10567,ACE / MOSADEX / PHARMALOT COMPOUNDING,2022-01-25,2022-02-16,Art. 6(1)(b),Phase I,C.21,0,https://ec.europa.eu/competition/mergers/cases1/202209/M_10567_8192079_168_3.pdf
M.10512,LEAR CORPORATION / INTERIOR COMFORT SYSTEMS BUSINESS OF KONGSBERG AUTOMOTIVE GROUP,2022-01-24,2022-02-24,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10512_8229313_207_3.pdf
M.10499,STATE STREET / BBH (INVESTOR SERVICES BUSINESS),2022-01-24,2022-02-24,Art. 6(1)(b),Phase I,K.64|K.66,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10499_8229082_641_3.pdf
M.10577,FSN CAPITAL VI / OPTIGROUP / HYGAS / BFG / TPC,2022-01-24,2022-02-17,Art. 6(1)(b),Phase I,N.82|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10577_8192057_51_3.pdf
M.10604,OXFORD PROPERTIES / PINEBRIDGE BENSON ELLIOT / SIGMA,2022-01-21,2022-02-15,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202208/M_10604_8185535_73_3.pdf
M.10592,KKR / KÖRBER / KÖRBER SUPPLY CHAIN SOFTWARE MANAGEMENT,2022-01-21,2022-02-25,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10592_8202234_123_3.pdf
M.10609,EURAZEO / PSPIB / FST HOTELS,2022-01-21,2022-02-25,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases1/202210/M_10609_8205617_38_3.pdf
M.10301,CVC / ETHNIKI,2022-01-20,2022-02-24,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202235/M_10301_8464883_1403_3.pdf
M.10526,CHEVRON / NESTE BASE OIL,2022-01-18,2022-02-22,Art. 6(1)(b),Phase I,C.20|C.19,1,https://ec.europa.eu/competition/mergers/cases1/202221/M_10526_8325601_499_3.pdf
M.10599,CLEARLAKE CAPITAL GROUP / STG PARTNERS / DODGE CONSTRUCTION NETWORK,2022-01-14,2022-02-07,Art. 6(1)(b),Phase I,J.63,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10599_8173756_91_3.pdf
M.10555,ADIA / TRANSURBAN / AUSTRALIANSUPER / CPP INVESTMENTS / WCX,2022-01-14,2022-02-08,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202208/M_10555_8179952_58_3.pdf
M.10596,OTPP / KKR / GREENCOLLAR,2022-01-14,2022-02-07,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10596_8173757_55_3.pdf
M.10587,BLACKSTONE / WARBURG PINCUS / INTRAFI GROUP,2022-01-14,2022-02-07,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10587_8172660_98_3.pdf
M.10617,EDF / SOJITZ CORPORATION / NEBRAS POWER / KYUDEN INTERNATIONAL CORPORATION / JV,2022-01-14,2022-02-07,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10617_8172923_39_3.pdf
M.10564,APOLLO / MISSGUIDED,2022-01-13,2022-02-09,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202220/M_10564_8314902_264_3.pdf
M.10540,ECDC / HPIL / JV,2022-01-12,2022-02-04,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10540_8170995_45_3.pdf
M.10569,KKR / GIP / CYRUSONE,2022-01-12,2022-02-04,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10569_8170614_84_3.pdf
M.10576,BAIN CAPITAL / HELLMAN & FRIEDMAN / ATHENAHEALTH GROUP,2022-01-10,2022-02-01,Art. 6(1)(b),Phase I,J.63,1,https://ec.europa.eu/competition/mergers/cases1/202206/M_10576_8164663_62_4.pdf
M.10590,PAI PARTNERS / OTPP / VEONET,2022-01-10,2022-02-03,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10590_8170611_58_3.pdf
M.10509,MIRA / OTPP / PGGM / BCI / OMERS / AIMCO / PUGET,2022-01-07,2022-01-31,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202206/M_10509_8160150_56_3.pdf
M.10539,SOUTH32 / KGHM / SIERRA GORDA,2022-01-06,2022-01-31,Art. 6(1)(b),Phase I,B.07|C.24,1,https://ec.europa.eu/competition/mergers/cases1/202206/M_10539_8162395_71_3.pdf
M.10547,VOITH GROUP / VOITH HYDRO,2022-01-04,2022-01-27,Art. 6(1)(b),Phase I,C.33,0,https://ec.europa.eu/competition/mergers/cases1/202207/M_10547_8170991_94_3.pdf
M.10546,ICG / CEIT,2022-01-03,2022-01-25,Art. 6(1)(b),Phase I,F.43,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10546_8172235_59_3.pdf
M.10563,ENGIE SPAIN / PREDICA / EOLIA,2022-01-03,2022-01-25,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202206/M_10563_8162630_52_3.pdf
M.10472,DEUTSCHE POST DHL GROUP / JF HILLEBRAND GROUP,2021-12-22,2022-01-25,Art. 6(1)(b),Phase I,C.25|H.52,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10472_8146153_98_3.pdf
M.10548,TELEKOM DEUTSCHLAND / IFM INVESTORS / JV,2021-12-22,2022-01-25,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202206/M_10548_8161468_99_3.pdf
M.10448,MABANAFT / H&R / P2X,2021-12-22,2022-01-24,Art. 6(1)(b),Phase I,C.20|C.19|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10448_8143348_88_3.pdf
M.10581,SPIE / STRUKTON SERVICES,2021-12-22,2022-01-24,Art. 6(1)(b),Phase I,F.43,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10581_8146080_58_3.pdf
M.10491,ALLIANZ / INTELSAT,2021-12-21,2022-01-21,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10491_8142129_101_3.pdf
M.10545,PSA / TIL / PNIT,2021-12-20,2022-01-24,Art. 6(1)(b),Phase I,H.52|H.50,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10545_8143182_70_3.pdf
M.10585,APMH INVEST / UNILABS,2021-12-17,2022-01-20,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10585_8139933_32_3.pdf
M.10411,ABM / YKA / HEBEI MAURI,2021-12-14,2022-01-18,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202209/M_10411_8170561_94_5.pdf
M.10542,MITSUBISHI / CHUBU ELECTRIC POWER MIRAIZ / MCRE,2021-12-14,2022-01-14,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202204/M_10542_8133079_14_3.pdf
M.10535,GIP / APG / AUSTRALIANSUPER / PEEL GROUP / PEEL PORTS,2021-12-14,2022-01-17,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202204/M_10535_8131359_90_3.pdf
M.10552,BROOKFIELD / ACEK / BENJUMEA FAMILY / POWEN,2021-12-13,2022-01-13,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202204/M_10552_8127281_84_3.pdf
M.10554,BLACKSTONE / FRANCISCO PARTNERS / RENAISSANCE,2021-12-10,2022-01-12,Art. 6(1)(b),Phase I,J.63|J.58,1,https://ec.europa.eu/competition/mergers/cases1/202203/M_10554_8124912_70_3.pdf
M.10488,FAURECIA / HELLA,2021-12-10,2022-01-24,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202216/M_10488_8268401_254_3.pdf
M.10422,WMG / BLACKROCK GROUP / INFLUENCE MEDIA / THE INITIAL FUND,2021-12-09,2022-01-12,Art. 6(1)(b),Phase I,J.59|R.90,1,https://ec.europa.eu/competition/mergers/cases1/202203/M_10422_8124913_123_4.pdf
M.10538,VINCI / LINEAS / LUSOPONTE,2021-12-09,2022-01-12,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202204/M_10538_8131337_69_3.pdf
M.10471,SUEZ / SCHNEIDER ELECTRIC / JV,2021-12-06,2022-01-07,Art. 6(1)(b),Phase I,E.36,1,https://ec.europa.eu/competition/mergers/cases1/202203/M_10471_8117613_64_3.pdf
M.10519,BLACKSTONE / INTERPLEX,2021-12-01,2022-01-03,Art. 6(1)(b),Phase I,C.27|C.26|C.28,1,https://ec.europa.eu/competition/mergers/cases1/202203/M_10519_8117607_98_3.pdf
M.10396,GIP / MERIDIAM / NEW SUEZ,2021-11-30,2022-01-03,Art. 6(1)(b),Phase I,E.36|E.38,0,https://ec.europa.eu/competition/mergers/cases1/202203/M_10396_8117620_86_3.pdf
M.10341,PRINCE / FERRO,2021-11-26,2022-01-25,Art. 6(1)(b) with conditions & obligations,Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202235/M_10341_8468325_1420_3.pdf
M.10556,BELLIS / KKR / JAJA,2021-11-26,2021-12-20,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202152/M_10556_8105344_35_3.pdf
M.10549,ARDIAN FRANCE / RG SAFETY,2021-11-23,2021-12-15,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202152/M_10549_8093313_50_3.pdf
M.10557,CPP INVESTMENTS / VOTORANTIM / VOTENER,2021-11-22,2021-12-15,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202152/M_10557_8093314_35_3.pdf
M.10536,TOTALENERGIES / THREE GORGES CORPORATION / JV,2021-11-19,2021-12-14,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10536_8079319_41_3.pdf
M.10513,ACCIAIERIA ARVEDI / FINARVEDI / ACCIAI SPECIALI TERNI / THYSSENKRUPP STAINLESS / THYSSENKRUPP STAINLESS TURKEY METAL SANAYI VE T,2021-11-17,2021-12-14,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10513_8079343_121_3.pdf
M.10343,DISCOVERY / WARNER MEDIA,2021-11-17,2021-12-22,Art. 6(1)(b),Phase I,J.59|M.73,1,https://ec.europa.eu/competition/mergers/cases1/202220/M_10343_8309534_1297_3.pdf
M.10387,MERIDIAM / ALLIANZ / NEUCONNECT,2021-11-17,2021-12-17,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10387_8169515_121_3.pdf
M.10521,ORANGE / PUBLICIS / VOILA,2021-11-17,2021-12-09,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202152/M_10521_8093311_81_3.pdf
M.10372,SHV ENERGY / UGI INTERNATIONAL HOLDING / JV,2021-11-17,2021-12-21,Art. 6(1)(b),Phase I,D.35|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202207/M_10372_8170610_169_3.pdf
M.10527,INSIGHT / VECTOR CAPITAL / IRIS HOLDINGS JV,2021-11-17,2021-12-09,Art. 6(1)(b),Phase I,J.58|J.63|J.62,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10527_8079260_69_3.pdf
M.10290,MICROSOFT / NUANCE,2021-11-16,2021-12-21,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202231/M_10290_8431645_854_3.pdf
M.10465,ADECCO / AKKA,2021-11-16,2021-12-13,Art. 6(1)(b),Phase I,M.71|N.78|J.62,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10465_8079277_81_3.pdf
M.10475,UNITED GROUP / WIND HELLAS,2021-11-16,2021-12-21,Art. 6(1)(b),Phase I,J.60|J.61,1,https://ec.europa.eu/competition/mergers/cases1/202230/M_10475_8417682_335_3.pdf
M.10550,PHILLIPS 66 / FORTRESS INVESTMENT GROUP / WESTERN OIL,2021-11-15,2021-12-07,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10550_8079253_50_3.pdf
M.10504,EQT / H&F / ZOOPLUS,2021-11-15,2021-12-08,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10504_8077961_90_3.pdf
M.10436,MOËT HENNESSY / CAMPARI / CLASS A TANNICO SHAREHOLDERS / TANNICO,2021-11-15,2021-12-20,Art. 6(1)(b),Phase I,G.46|G.47,1,https://ec.europa.eu/competition/mergers/cases1/202240/M_10436_8515998_287_3.pdf
M.10489,BAXTER / HILL-ROM,2021-11-12,2021-12-06,Art. 6(1)(b),Phase I,C.32,1,https://ec.europa.eu/competition/mergers/cases1/202150/M_10489_8063730_59_3.pdf
M.10528,ADVENT / EURAZEO / PROTEL,2021-11-12,2021-12-09,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10528_8075375_64_3.pdf
M.10558,COGENIO / AVIO / TERMICA COLLEFERRO,2021-11-12,2021-12-06,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202150/M_10558_8057955_20_3.pdf
M.10463,SOCIÉTÉ GÉNÉRALE / HYUNDAI MOTOR COMPANY / JV,2021-11-11,2021-12-06,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202150/M_10463_8062909_61_3.pdf
M.10532,GIP / IFM / SYDNEY AIRPORT,2021-11-09,2021-12-02,Art. 6(1)(b),Phase I,H.51|H.52,1,https://ec.europa.eu/competition/mergers/cases1/202150/M_10532_8062930_79_3.pdf
M.10517,PERMIRA / THOMA BRAVO / MOTUS,2021-11-09,2021-12-07,Art. 6(1)(b),Phase I,N.82|J.58,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10517_8069678_80_3.pdf
M.10503,SK CAPITAL / SEQENS,2021-11-08,2021-12-09,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202205/M_10503_8150864_124_3.pdf
M.10455,CVC / PANZANI,2021-11-04,2021-12-06,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202151/M_10455_8078023_64_3.pdf
M.10496,CREMER / CLYDE INVESTMENTS / CREMER SUSTAINABLE FOODS JV,2021-11-03,2021-11-26,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202150/M_10496_8055817_46_3.pdf
M.10432,PTTGC / ALLNEX,2021-10-29,2021-12-06,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202204/M_10432_8127354_157_3.pdf
M.10447,NN / METLIFE GREECE / METLIFE POLAND,2021-10-29,2021-12-07,Art. 6(1)(b),Phase I,K.66|K.65,1,https://ec.europa.eu/competition/mergers/cases1/202212/M_10447_8224975_239_3.pdf
M.10304,THERMO FISHER / PPD,2021-10-29,2021-12-07,Art. 6(1)(b),Phase I,C.32|Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202208/M_10304_8184932_875_3.pdf
