Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.2374,TELENOR / ERGOGROUP / DNB / ACCENTURE / JV,2001-03-26,2001-02-05,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2374_en.pdf
M.2414,VATTENFALL / HEW,2001-03-23,2001-02-05,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2414_en.pdf
M.2279,NORTEL / MUNDINTERACTIVOS / BROAD MEDIA / JV,2001-03-22,2001-04-25,Art. 6(1)(b),Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2279_es.pdf
M.2345,DEUTSCHE BP / ERDÖLCHEMIE,2001-03-22,2001-04-26,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2345_en.pdf
M.2394,SCI SYSTEMS / NOKIA NETWORKS,2001-03-22,2001-04-25,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2394_en.pdf
M.2268,PERNOD RICARD / DIAGEO / SEAGRAM SPIRITS,2001-03-20,2001-08-05,Art. 6(1)(b) with conditions & obligations,Phase I,C.11,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2268_en.pdf
M.2398,LINDE / JUNGHEINRICH / JV,2001-03-19,2001-04-25,Art. 6(1)(b),Phase I,J.62,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2398_de.pdf
M.2222,UGC / LIBERTY MEDIA,2001-03-16,2001-04-24,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2222_en.pdf
M.2328,SHELL / BEACON / 3i / TWISTER,2001-03-15,2001-04-19,Art. 6(1)(b),Phase I,B.09,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2328_en.pdf
M.2347,MANNESMANN ARCOR / NETCOM KASSEL,2001-03-14,2001-04-17,Art. 6(1)(b),Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2347_de.pdf
M.2333,DE BEERS / LVMH,2001-03-09,2001-07-25,Art. 8(2),Phase II,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2333_en.pdf
M.2281,ENDESA / CDF / SNET (see ECSC.1352),2001-03-09,2001-04-17,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2281_fr.pdf
M.2360,SGS / R&S / FREEGLASS JV,2001-03-08,2001-06-04,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2360_en.pdf
M.2354,ENICHEM / POLIMERI,2001-03-08,2001-06-04,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2354_en.pdf
M.2383,VNU / RCS EDITORI,2001-03-06,2001-06-04,Art. 6(1)(b),Phase I,M.73,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2383_en.pdf
M.2263,PHILIPS / LG ELECTRONICS / JV,2001-03-06,2001-09-04,Art. 6(1)(b),Phase I,,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2263_en.pdf
M.2349,E.ON / SYDKRAFT,2001-03-06,2001-09-04,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2349_en.pdf
M.2365,SCHLUMBERGER / SEMA,2001-03-05,2001-05-04,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2365_en.pdf
M.2358,FLEXTRONICS / ERICSSON,2001-03-05,2001-06-04,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2358_en.pdf
M.2355,DOW / ENICHEM POLYURETHANE,2001-03-05,2001-06-04,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2355_en.pdf
M.2384,RATOS / 3i GROUP / ATLE,2001-03-01,2001-02-04,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2384_en.pdf
M.2334,DMDATA / KOMMUNEDATA / e-BOKS JV,2001-03-01,2001-03-30,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2334_en.pdf
M.2223,GETRONICS / HAGEMEYER / JV,2001-03-01,2001-02-04,Art. 6(1)(b),Phase I,,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2223_en.pdf
M.2350,CAMPBELL / ECBB (UNILEVER),2001-03-01,2001-02-04,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2350_en.pdf
M.2231,HUNTSMAN INTERNATONAL / ALBRIGHT & WILSON SURFACTANTS EUROPE,2001-03-01,2001-03-30,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2231_en.pdf
M.2286,BUHRMANN / SAMAS OFFICE SUPPLIES,2001-02-27,2001-11-04,Art. 6(1)(b) with conditions & obligations,Phase I,,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2286_en.pdf
M.2367,SIEMENS / E.ON / SHELL / SSG,2001-02-27,2001-03-27,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2367_en.pdf
M.2348,OUTOKUMPU / NORZINK,2001-02-26,2001-03-27,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2348_en.pdf
M.2323,HSBC-CCF / BANQUE HERVET,2001-02-26,2001-03-27,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2323_fr.pdf
M.2339,CONFORAMA / SALZAM MERCATONE,2001-02-26,2001-03-27,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2339_fr.pdf
M.2275,PEPSICO / QUAKER,2001-02-26,2001-03-27,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2275_en.pdf
M.2313,TEKA / FINATLANTIS / HOLDIVAT,2001-02-26,2001-06-04,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2313_20010406_310_en.pdf
M.2366,DENSO / MMC,2001-02-26,2001-03-27,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2366_en.pdf
M.2344,XCHANGE / BAE SYSTEMS / JV,2001-02-23,2001-03-23,Art. 6(1)(b),Phase I,N.78,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2344_en.pdf
M.2249,MARCONI / RTS / JV,2001-02-22,2001-03-23,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2249_en.pdf
M.2308,NORTHROP GRUMMAN / LITTON INDUSTRIES,2001-02-22,2001-03-23,Art. 6(1)(b),Phase I,O.84,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2308_en.pdf
M.2377,SYDKRAFT / ABB / GERMAN POWER TRADING JV,2001-02-21,2001-03-21,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2377_en.pdf
M.2375,PAI + UGI / ELF ANTARGAZ,2001-02-20,2001-03-21,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2375_fr.pdf
M.2283,SCHNEIDER / LEGRAND,2001-02-19,2001-10-10,Art. 8(3),Phase II,C.27,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_da.pdf
M.2240,CVC / MASCOTECH,2001-02-19,2001-03-20,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2240_en.pdf
M.2267,SIEMENS / JANET / JV,2001-02-19,2001-03-19,Art. 6(1)(b),Phase I,J.62,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2267_de.pdf
M.2227,GOLDMAN SACHS / MESSER GRIESHEIM,2001-02-19,2001-03-20,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2227_en.pdf
M.2364,DEUTSCHE BANK / BANQUE WORMS,2001-02-16,2001-03-19,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2364_en.pdf
M.2353,RWE / HIDROELECTRICA DEL CANTÁBRICO,2001-02-16,2001-03-19,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2353_en.pdf
M.2368,GILDE / CAPVIS / SOUDRONIC,2001-02-16,2001-03-16,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2368_en.pdf
M.2079,RAYTHEON / THALES / JV,2001-02-15,2001-03-30,Art. 6(1)(b),Phase I,O.84,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2079_en.pdf
M.2282,BT / ESAT DIGIFONE,2001-02-15,2001-03-16,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2282_en.pdf
M.1976,SHELL / HALLIBURTON / WELL DYNAMICS JV,2001-02-14,2001-03-15,Art. 6(1)(b),Phase I,B.09,1,https://ec.europa.eu/competition/mergers/cases/decisions/m1976_en.pdf
M.2343,TORO ASSICURAZIONI / LLOYD ITALICO,2001-02-14,2001-03-15,Art. 6(1)(b),Phase I,K.65,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2343_it.pdf
M.2346,TELEFONICA / PORTUGAL TELECOM / BRAZILIAN JV,2001-02-12,2001-03-13,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2346_en.pdf
M.2341,BANCO POPULAR ESPAÑOL / FORTIOR HOLDING,2001-02-12,2001-12-03,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2341_es.pdf
M.2314,BASF / PANTOCHIM / EURODIOL,2001-02-12,2001-11-07,Art. 8(2),Phase II,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2314_en.pdf
M.2357,VATTENFALL / HAMBURGER ELECTRIZITÄTSWERKE / NORDIC POWERHOUSE,2001-02-12,2001-03-13,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2357_en.pdf
M.2356,HERMES / CODAN / JV,2001-02-09,2001-12-03,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2356_en.pdf
M.2330,CARGILL / BANKS,2001-02-08,2001-09-03,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2330_en.pdf
M.2309,ERICSSON / SKANDIA / ALLEATO JV,2001-02-07,2001-08-03,Art. 6(1)(b),Phase I,T.97,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2309_en.pdf
M.2220,GENERAL ELECTRIC / HONEYWELL,2001-02-05,2001-03-07,Art. 8(3),Phase II,C.20|C.26|C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2220_20010703_610_en.pdf
M.2340,EDP / CAJASTUR / CASER / HIDROELECTRICA DEL CANTABRICO,2001-02-02,2001-05-03,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2340_en.pdf
M.2256,PHILIPS / AGILENT HEALTH CARE SOLUTIONS,2001-02-01,2001-02-03,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2256_en.pdf
M.2305,VODAFONE GROUP PLC / EIRCELL,2001-02-01,2001-02-03,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2305_en.pdf
M.2317,LAFARGE / BLUE CIRCLE (II),2001-02-01,2001-01-03,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2317_en.pdf
M.2335,MICHEL MINERALÖLHANDEL / THYSSEN-ELF OIL,2001-01-31,2001-02-28,Art. 6(1)(b),Phase I,G.45,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2335_en.pdf
M.2336,THOMSON MULTIMEDIA / TECHNICOLOR,2001-01-30,2001-02-28,Art. 6(1)(b),Phase I,J.59,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2336_en.pdf
M.2257,FRANCE TELECOM / EQUANT,2001-01-29,2001-03-21,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2257_en.pdf
M.2277,DEGUSSA / LAPORTE,2001-01-26,2001-12-03,Art. 6(1)(b) with conditions & obligations,Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2277_en.pdf
M.2294,ETEXGROUP / GLYNWED PIPE SYSTEMS,2001-01-26,2001-02-28,Art. 6(1)(b),Phase I,C.22,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2294_en.pdf
M.2312,ABBOTT / BASF,2001-01-26,2001-02-28,Art. 6(1)(b),Phase I,C.21,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2312_en.pdf
M.2324,SANMINA CORPORATION / AB SEGERSTRÖM & SVENSSON,2001-01-26,2001-02-23,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2324_en.pdf
M.2208,CHEVRON / TEXACO,2001-01-26,2001-02-28,Art. 6(1)(b),Phase I,C.20|C.19|B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2208_en.pdf
M.2302,HEINZ / CSM,2001-01-25,2001-02-23,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2302_en.pdf
M.2280,BASF / BERTSCHI / HOYER / VLAG / JV,2001-01-25,2001-02-23,Art. 6(1)(b),Phase I,H.49,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2280_de.pdf
M.2290,SFK99-RAHASTO / FORTUM / NAPS SYSTEMS,2001-01-24,2001-02-22,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2290_en.pdf
M.2292,AEA INVESTORS / DLJMB FUNDING III / BF GOODRICH PERFORMANCE MATERIALS,2001-01-23,2001-02-22,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2292_en.pdf
M.2306,BERKSHIRE HATHAWAY / JOHNS MANVILLE,2001-01-22,2001-02-22,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2306_en.pdf
M.2310,HUTCHISON / INVESTOR / HI3G,2001-01-22,2001-02-19,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2310_en.pdf
M.2271,CARGILL / AGRIBRANDS,2001-01-18,2001-02-19,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2271_en.pdf
M.2143,BT / VIAG INTERCOM,2001-01-16,2001-02-19,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2143_en.pdf
M.2197,HILTON / ACCOR / FORTE / TRAVEL SERVICES JV,2001-01-15,2001-02-16,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2197_en.pdf
M.2219,E.ON ENERGIE / ENERGIE OBERÖSTERREICH / JCE+JME,2001-01-11,2001-12-02,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2219_de.pdf
M.2291,VNU / AC NIELSEN,2001-01-11,2001-12-02,Art. 6(1)(b),Phase I,M.73,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2291_en.pdf
M.2185,OCÉ-TECHNOLOGIES / REAL SOFTWARE / OCÉ REAL BUSINESS SOLUTIONS,2001-01-09,2001-12-02,Art. 6(1)(b),Phase I,J.62,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2185_20010212_310_nl.pdf
M.2228,C&N / THOMAS COOK,2001-01-08,2001-09-02,Art. 6(1)(b),Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2228_en.pdf
M.2272,REWE / BML / STANDA COMMERCIALE,2001-01-05,2001-08-02,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2272_de.pdf
M.2284,ABN AMRO / PERKINS FOOD,2001-01-05,2001-08-02,Art. 6(1)(b),Phase I,C.10|K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2284_en.pdf
M.2296,ENI / LASMO,2001-01-04,2001-01-02,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2296_en.pdf
M.2201,MAN / AUWÄRTER,2001-01-03,2001-06-20,Art. 8(2),Phase II,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2201_20010620_590_en.pdf
M.2262,FLUGHAFEN BERLIN(II),2000-12-22,2001-05-02,Art. 6(1)(b),Phase I,H.52,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2262_de.pdf
M.2285,SCHRODER VENTURES LIMITED / HOMEBASE,2000-12-22,2001-05-02,Art. 6(1)(b),Phase I,F.43,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2285_en.pdf
M.2269,SASOL / CONDEA,2000-12-21,2001-01-30,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2269_en.pdf
M.2234,METSÄLIITTO OSUUSKUNTA / VAPO OY / JV,2000-12-20,2001-08-02,Art. 6(1)(b),Phase I,A.02,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2234_fi.pdf
M.2166,CSC PLOENZKE / DACHSER / E-CHAIN LOGISTICS,2000-12-20,2001-01-26,Art. 6(1)(b),Phase I,M.70|H.52,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2166_de.pdf
M.2278,LAFARGE / BLUE CIRCLE / JV,2000-12-18,2001-01-29,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2278_en.pdf
M.2247,CU ITALIA / BANCA POPOLARE DI LODI / JV,2000-12-14,2001-01-24,Art. 6(1)(b),Phase I,K.65,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2247_it.pdf
M.2265,RICOH / LANIER WORLDWIDE,2000-12-13,2001-01-24,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2265_en.pdf
M.2270,BABCOCK BORSIG / MG TECHNOLOGIES / SAP MARKETS / DEUTSCHE BANK / VA TECH / ec4ec,2000-12-08,2001-01-22,Art. 6(1)(b),Phase I,J.62,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2270_de.pdf
M.2252,KUONI / TRX / E-TRX / TRX CENTRAL EUROPE JV,2000-12-07,2001-01-17,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2252_en.pdf
M.2264,INDUSTRI KAPITAL / FIVES-LILLE,2000-12-07,2001-01-17,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2264_en.pdf
M.2259,TERRA / AMADEUS / 1TRAVEL.COM,2000-12-07,2001-01-17,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2259_en.pdf
M.2244,ROYAL VOPAK / ELLIS & EVERARD,2000-12-04,2001-01-16,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2244_en.pdf
M.2246,SOFINIM / KBC INVEST / MERCATOR&NOORDSTAR / VIV / TOURNESOLEON / DE CLERCK / FOC,2000-11-30,2001-11-01,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2246_en.pdf
M.2254,AVIAPARTNER / MAERSK / NOVIA,2000-11-30,2001-11-01,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2254_en.pdf
M.2255,TELEFONICA INTERCONTINENTAL / SONERA 3G HOLDING / CONSORTIUM IPSE 2000,2000-11-29,2001-09-01,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2255_en.pdf
M.2216,ENEL / WIND / INFOSTRADA,2000-11-28,2001-01-19,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2216_20010119_310_en.pdf
M.2248,CVC / ADVENT / CARLYLE / LAFARGE MATERIAUX DE SPECIALITES,2000-11-24,2001-05-01,Art. 6(1)(b),Phase I,C.20|C.23,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2248_fr.pdf
M.2243,STORA ENSO / ASSIDOMÄN / JV,2000-11-23,2000-12-22,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2243_en.pdf
M.2250,DU PONT / AIR PRODUCTS CHEMICALS / JV,2000-11-22,2000-12-22,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2250_en.pdf
M.2213,DU PONT / SABANCI HOLDINGS / JV,2000-11-21,2000-12-22,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2213_en.pdf
M.2232,MARINOPOULOS ABETTE / SEPHORA HOLDING / JV,2000-11-21,2000-12-20,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2232_en.pdf
M.2230,SANMINA / SIEMENS / INBOARD LEITERPLATTENTECHNOLOGIE,2000-11-21,2000-12-21,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2230_en.pdf
M.2238,SOLECTRON / NATSTEEL ELECTRONICS,2000-11-21,2000-12-19,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2238_en.pdf
M.2251,AOL / BANCO SANTANDER / JV,2000-11-20,2000-12-19,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2251_en.pdf
M.2041,UNITED AIRLINES / US AIRWAYS,2000-11-20,2001-12-01,Art. 6(1)(b) with conditions & obligations,Phase I,H.51,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2041_en.pdf
M.2156,REWE / SAIR GROUP / LTU,2000-11-20,2000-12-20,Art. 6(1)(b),Phase I,H.51,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2156_de.pdf
M.2224,SIEMENS / DEMAG KRAUSS-MAFFEI,2000-11-17,2000-12-20,Art. 6(1)(b),Phase I,C.33,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2224_de.pdf
M.2211,UNIVERSAL STUDIO NETWORKS / DE FACTO 829 (NTL) / STUDIO CHANNEL LIMITED,2000-11-17,2000-12-20,Art. 6(1)(b),Phase I,,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2211_en.pdf
M.2092,REPSOL QUIMICA / BOREALIS / JV,2000-11-17,2000-12-19,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2092_en.pdf
M.2241,PEUGEOT / SOMMER ALLIBERT,2000-11-17,2000-12-20,Art. 6(1)(b),Phase I,C.29,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2241_fr.pdf
M.2235,CORUS GROUP / COGIFER / JV (See ECSC.1347),2000-11-17,2000-12-19,Art. 6(1)(b),Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2235_en.pdf
M.2192,SMITHKLINE BEECHAM / BLOCK DRUG,2000-11-17,2001-11-01,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2192_en.pdf
M.2233,AGF / ZWOLSCHE ALGEMEENE,2000-11-16,2000-12-18,Art. 6(1)(b),Phase I,K.64|K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2233_en.pdf
M.1863,VODAFONE / BT / AIRTEL JV,2000-11-16,2000-12-18,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m1863_en.pdf
M.2253,EDIZIONE HOLDING / NHS / COMUNE DI PARMA / AMPS,2000-11-16,2000-12-14,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2253_it.pdf
M.2245,METSÄ-SERLA / ZANDERS,2000-11-14,2000-12-15,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2245_en.pdf
M.2210,GEORG FISCHER / WEST LB / KRUPP WERNER & PFLEIDERER,2000-11-14,2000-12-15,Art. 6(1)(b),Phase I,C.28,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2210_de.pdf
M.2188,NEC / SCHOTT GLAS / NEC SCHOTT JV,2000-11-13,2000-12-14,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2188_en.pdf
M.2217,CELESTICA / NEC TECHNOLOGIES UK,2000-11-10,2000-12-13,Art. 6(1)(b),Phase I,C.33|C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2217_en.pdf
M.2225,FORTIS / ASR,2000-11-10,2000-12-13,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2225_en.pdf
M.2236,SHFCLP (LA POSTE) / MAYNE NICKLESS EUROPE,2000-11-10,2000-12-13,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2236_en.pdf
M.2198,EL.FI / MOULINEX,2000-11-09,2000-08-12,Art. 6(1)(b),Phase I,C.33,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2198_fr.pdf
M.2199,QUANTUM / MAXTOR,2000-11-08,2000-08-12,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2199_en.pdf
M.2206,RATOS / QUALITY-LABORATORIES,2000-11-07,2000-07-12,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2206_en.pdf
M.2175,DOW CHEMICAL / GURIT-ESSEX,2000-11-07,2000-08-12,Art. 6(1)(b),Phase I,C.20|C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2175_20001208_310_en.pdf
M.2159,CREDITANSTALT / LUFTHANSA AIRPLUS SERVICEKARTEN / AUA BETEILIGUNGEN / AIRPLUS,2000-11-07,2000-08-12,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2159_de.pdf
M.2193,ALLIANCE UNICHEM / INTERPHARM,2000-11-06,2000-07-12,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2193_en.pdf
M.2196,ENRON / BERGMANN / HUTZLER,2000-11-06,2000-07-12,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2196_en.pdf
M.2200,DEUTSCHE BANK / DBG / VARTA,2000-11-06,2000-07-12,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2200_en.pdf
M.2204,ENDESA / TELECOM ITALIA / UNION FENOSA / AUNA,2000-11-03,2000-06-12,Art. 6(1)(b),Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases/decisions/m2204_es.pdf
M.2090,LIVERPOOL VICTORIA FRIENDLY SOCIETY / AC VENTURES / JV,2000-11-03,2000-06-12,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2090_en.pdf
M.2202,STINNES / HCI,2000-10-31,2000-04-12,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m2202_en.pdf
